Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Martí, C., Royo, S., Acerete, B.","55232165700; 8863217100; 8582627300","The Effect of New Legislation on the Disclosure of Performance Indicators: The Case of Spanish Local Governments",2012,"International Journal of Public Administration",35,"13",,873,885,,14,10.1080/01900692.2012.686032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868291979&partnerID=40&md5=7a65642035fcfe8c84d6d62bd27681bd",Article,Final,"",Scopus,2-s2.0-84868291979
"Ghosh, S., Amaya, L., Skibniewski, M.J.","55478979300; 55361240100; 7004024216","Identifying areas of knowledge governance for successful projects",2012,"Journal of Civil Engineering and Management",18,"4",,495,504,,14,10.3846/13923730.2012.700642,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866361664&partnerID=40&md5=e4ae22f6a6f7f5aad62c150c60f93177",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-84866361664
"Lies, J.","54884898800","Internal communication as power management in change processes: Study on the possibilities and the reality of change communications",2012,"Public Relations Review",38,"2",,255,261,,14,10.1016/j.pubrev.2011.12.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84858150283&partnerID=40&md5=02a71e5a44e3fa3f68cbe6a0d918b810",Article,Final,"",Scopus,2-s2.0-84858150283
"Medinilla, Á.","56652173100","Agile management: Leadership in an agile environment",2012,"Agile Management: Leadership in an Agile Environment",9783642289095,"",,1,184,,14,10.1007/978-3-642-28909-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949179174&partnerID=40&md5=3be665732273ae857e61685f27ed4612",Book,Final,"",Scopus,2-s2.0-84949179174
"Graci, S., Dodds, R.","26323201000; 23033807700","Sustainable tourism in Island destinations",2012,"Sustainable Tourism in Island Destinations",,"",,1,228,,14,10.4324/9781849776660,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84909339392&partnerID=40&md5=e992a375b8f152ae3ffe63be92f4e0d3",Book,Final,"",Scopus,2-s2.0-84909339392
"Trudel, M.-C., Paré, G., Laflamme, J.","7007009660; 35262553100; 54782863500","Health information technology success and the art of being mindful: Preliminary insights from a comparative case study analysis",2012,"Health Care Management Review",37,"1",,31,42,,14,10.1097/HMR.0b013e31822aa430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-82555167114&partnerID=40&md5=eedce901451ecb18bab3e28747125d33",Article,Final,"",Scopus,2-s2.0-82555167114
"Ridde, V., Yaogo, M., Kafando, Y., Kadio, K., Ouedraogo, M., Bicaba, A., Haddad, S.","55883033200; 37122936900; 35368353000; 37461513200; 57210671331; 35749602700; 7102624879","Targeting the worst-off for free health care: A process evaluation in Burkina Faso",2011,"Evaluation and Program Planning",34,"4",,333,342,,14,10.1016/j.evalprogplan.2011.03.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955947768&partnerID=40&md5=641f19136b356358e146311adecd1256",Article,Final,"",Scopus,2-s2.0-79955947768
"Lam, P.T.I., Chan, E.H.W., Chau, C.K., Poon, C.S.","7202366008; 57204500597; 7102320934; 7202673533","A sustainable framework of “green” specification for construction in Hong Kong",2011,"Journal of Facilities Management",9,"1",,16,33,,14,10.1108/14725961111105718,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014621596&partnerID=40&md5=f9b29168ee83df1003ec411641c4daab",Article,Final,"",Scopus,2-s2.0-85014621596
"Pan, G., Pan, S.L.","12788968900; 57203894889","Transition to IS project de-escalation: An exploration into management executives influence behaviors",2011,"IEEE Transactions on Engineering Management",58,"1", 5466075,109,123,,14,10.1109/TEM.2010.2048908,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78951495486&partnerID=40&md5=3bd8344caabb557eab2e1e8368a5f939",Article,Final,"All Open Access, Green",Scopus,2-s2.0-78951495486
"Gumilar, V., Zarnić, R., Selih, J.","57215276662; 7801621590; 55987624800","Increasing competitiveness of the construction sector by adopting innovative clustering | Statybų sektoriaus konkurencingumo kėlimas sėkmingai diegiant inovacijas klasteriais",2011,"Engineering Economics",22,"1",,41,49,,14,10.5755/j01.ee.22.1.217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79953299565&partnerID=40&md5=1ae26dc0d8cd9d5b35099a2ab2a4d443",Article,Final,"",Scopus,2-s2.0-79953299565
"Svensson, P., Bengtsson, L.","39862241600; 35588429500","Users influence in social-service innovations: Two swedish case studies",2010,"Journal of Social Entrepreneurship",1,"2",,190,212,,14,10.1080/19420676.2010.511813,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79958719063&partnerID=40&md5=df7b20f1543c3051b5bc9f59675729c4",Article,Final,"",Scopus,2-s2.0-79958719063
"Saunders, M., Mann, R., Grigg, N.","8620684000; 19337795000; 7005653167","Review processes for improving business excellence frameworks",2008,"International Journal of Quality and Reliability Management",25,"9",,928,942,,14,10.1108/02656710810908089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54249158792&partnerID=40&md5=630defae5b66e3e5586302aba07be7f8",Article,Final,"",Scopus,2-s2.0-54249158792
"Briggs, D., Stern, R.","57208461874; 18042655000","Risk response to environmental hazards to health - Towards an ecological approach",2007,"Journal of Risk Research",10,"5",,593,622,,14,10.1080/13669870701315799,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34547498750&partnerID=40&md5=64050958be5e45f8f4309700471815fd",Article,Final,"",Scopus,2-s2.0-34547498750
"Koplin, J.","16032920800","Integrating environmental and social standards into supply management-An action research project",2005,"Research Methodologies in Supply Chain Management: In Collaboration with Magnus Westhaus",,"",,381,396,,14,10.1007/3-7908-1636-1_25,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847795395&partnerID=40&md5=c4c776852250a0af06a3bcf75f688bf5",Book Chapter,Final,"",Scopus,2-s2.0-33847795395
"Ghosh, P.P., Varghese, J.C.","55427765200; 7006085245","Globally distributed product development using a new project management framework",2004,"International Journal of Project Management",22,"8",,669,678,,14,10.1016/j.ijproman.2004.05.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-5444275078&partnerID=40&md5=2fa49c36cb6fb2691c240228d766f34f",Article,Final,"",Scopus,2-s2.0-5444275078
"Cicmil, S.","6602640167","Quality in project environments: A nonconventional agenda",2000,"International Journal of Quality and Reliability Management",17,"4",,554,570,,14,10.1108/02656710010298599,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0010292614&partnerID=40&md5=11581bbf053c7348001c336f281ba654",Article,Final,"",Scopus,2-s2.0-0010292614
"Fraser, C.","7401516039","A non-results-based effectiveness index for construction site managers",1999,"Construction Management and Economics",17,"6",,789,798,,14,10.1080/014461999371123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347942364&partnerID=40&md5=76cb3c9a6f8ac0c62123fa2005071e1d",Article,Final,"",Scopus,2-s2.0-0347942364
"Fissi, S., Romolini, A., Gori, E., Contri, M.","6603008494; 55425507400; 55425861300; 57217131793","The path toward a sustainable green university: The case of the University of Florence",2021,"Journal of Cleaner Production",279,"", 123655,,,,13,10.1016/j.jclepro.2020.123655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089681228&partnerID=40&md5=79697f6db969b7945fb0b202b4c46e69",Article,Final,"",Scopus,2-s2.0-85089681228
"Albats, E., Alexander, A., Mahdad, M., Miller, K., Post, G.","57193092783; 55343061900; 57209573115; 55455948000; 54987766000","Stakeholder management in SME open innovation: interdependences and strategic actions",2020,"Journal of Business Research",119,"",,291,301,,13,10.1016/j.jbusres.2019.07.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074487496&partnerID=40&md5=2ac77c5ca970c93b42acab7b6a5189c9",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85074487496
"Alsaifi, K., Elnahass, M., Salama, A.","57209011709; 55873751100; 8527892700","Market responses to firms’ voluntary carbon disclosure: Empirical evidence from the United Kingdom",2020,"Journal of Cleaner Production",262,"", 121377,,,,13,10.1016/j.jclepro.2020.121377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082696301&partnerID=40&md5=61112806ec909e7a743eb22a61af238a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85082696301
"Luo, L., Jin, X., Shen, G.Q., Wang, Y., Liang, X., Li, X., Li, C.Z.","57191412285; 57217342134; 7402933134; 57215440931; 56477812200; 57193211001; 57188592789","Supply Chain Management for Prefabricated Building Projects in Hong Kong",2020,"Journal of Management in Engineering",36,"2", 05020001,,,,13,10.1061/(ASCE)ME.1943-5479.0000739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078223475&partnerID=40&md5=ceb8902e3b22af2793e768de33a4ace0",Article,Final,"",Scopus,2-s2.0-85078223475
"Narbaev, T., De Marco, A., Orazalin, N.","55980874500; 57206895554; 57191445375","A multi-disciplinary meta-review of the public–private partnerships research",2020,"Construction Management and Economics",38,"2",,109,125,,13,10.1080/01446193.2019.1643033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079023551&partnerID=40&md5=5acfe20a9438947d6d26b90a009ad5d9",Article,Final,"",Scopus,2-s2.0-85079023551
"Asiedu, R.O., Adaku, E.","56915537900; 56578690100","Cost overruns of public sector construction projects: a developing country perspective",2020,"International Journal of Managing Projects in Business",13,"1",,66,84,,13,10.1108/IJMPB-09-2018-0177,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065785254&partnerID=40&md5=08af45f7871f42426a80cb7342179877",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85065785254
"Panwar, A., Jha, K.N.","57197858486; 8512568500","A many-objective optimization model for construction scheduling",2019,"Construction Management and Economics",37,"12",,727,739,,13,10.1080/01446193.2019.1590615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064752411&partnerID=40&md5=162daa97297e07fed2aad43ce1691b9b",Article,Final,"",Scopus,2-s2.0-85064752411
"Pechancová, V., Hrbáčková, L., Dvorský, J., Chromjaková, F., Stojanović, A.","57194633618; 57208757397; 57221524449; 57189044810; 57211338046","Environmental management systems: An effective tool of corporate sustainability",2019,"Entrepreneurship and Sustainability Issues",7,"2",,825,841,,13,10.9770/jesi.2019.7.2(3),"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075733023&partnerID=40&md5=26533ab5706e7869d4f276875f5348d8",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85075733023
"Al Nahyan, M.T., Sohal, A., Hawas, Y., Fildes, B.","55375847400; 7005819911; 6602842958; 7003531493","Communication, coordination, decision-making and knowledge-sharing: a case study in construction management",2019,"Journal of Knowledge Management",23,"9",,1764,1781,,13,10.1108/JKM-08-2018-0503,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060941425&partnerID=40&md5=4f26e4f46d663b38c823509a33fa63d6",Article,Final,"",Scopus,2-s2.0-85060941425
"Liang, Q., Hu, H., Wang, Z., Hou, F.","57195518050; 57214875134; 57193761083; 57210373856","A game theory approach for the renegotiation of Public-Private Partnership projects in Chinese environmental and urban governance industry",2019,"Journal of Cleaner Production",238,"", 117952,,,,13,10.1016/j.jclepro.2019.117952,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070516124&partnerID=40&md5=f5d3efa429b903942956414471f95431",Article,Final,"",Scopus,2-s2.0-85070516124
"Manu, P., Poghosyan, A., Mahamadu, A.-M., Mahdjoubi, L., Gibb, A., Behm, M., Akinade, O.O.","35756460600; 35222182500; 56084000400; 57159700300; 7103332661; 8988796300; 56770159900","Design for occupational safety and health: key attributes for organisational capability",2019,"Engineering, Construction and Architectural Management",26,"11",,2614,2636,,13,10.1108/ECAM-09-2018-0389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065669044&partnerID=40&md5=c27233d8e221395dcecee5175b535e6e",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85065669044
"Invernizzi, D.C., Locatelli, G., Grönqvist, M., Brookes, N.J.","57188847695; 57210769700; 15831550200; 7005987975","Applying value management when it seems that there is no value to be managed: the case of nuclear decommissioning",2019,"International Journal of Project Management",37,"5",,668,683,,13,10.1016/j.ijproman.2019.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060512275&partnerID=40&md5=e7515c4868454c6ef60d45328d60591a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85060512275
"Nielsen, B.F., Baer, D., Lindkvist, C.","56035630100; 57205143792; 36163447300","Identifying and supporting exploratory and exploitative models of innovation in municipal urban planning; key challenges from seven Norwegian energy ambitious neighborhood pilots",2019,"Technological Forecasting and Social Change",142,"",,142,153,,13,10.1016/j.techfore.2018.11.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058775128&partnerID=40&md5=ff96827ebbf3294f2c53a73fe6acc6a0",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85058775128
"Larsson, L., Müller, D.K.","7402201038; 7403361985","Coping with second home tourism: responses and strategies of private and public service providers in western Sweden",2019,"Current Issues in Tourism",22,"16",,1958,1974,,13,10.1080/13683500.2017.1411339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037985006&partnerID=40&md5=c24b75e461d1744c85131a0bd9d9ce69",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85037985006
"Yu, A.T.W., Javed, A.A., Lam, T.I., Shen, G.Q., Sun, M.","7401477246; 55873453500; 7202366008; 7402933134; 7403181131","Integrating value management into sustainable construction projects in Hong Kong",2018,"Engineering, Construction and Architectural Management",25,"11",,1475,1500,,13,10.1108/ECAM-03-2017-0049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054907768&partnerID=40&md5=7d2fba66aa8e486bec7c708a94aebceb",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85054907768
"Langenus, M., Dooms, M.","56596850200; 55273848300","Creating an industry-level business model for sustainability: The case of the European ports industry",2018,"Journal of Cleaner Production",195,"",,949,962,,13,10.1016/j.jclepro.2018.05.150,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049345376&partnerID=40&md5=ae17fcba5632ea7371841dd783393c3e",Article,Final,"",Scopus,2-s2.0-85049345376
"Wibowo, M.A., Handayani, N.U., Mustikasari, A.","57170403400; 55292902200; 57202789325","Factors for implementing green supply chain management in the construction industry",2018,"Journal of Industrial Engineering and Management",11,"4",,651,679,,13,10.3926/jiem.2637,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060835893&partnerID=40&md5=23128fb3edeb203cee18c1f0e6517f7c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85060835893
"Boutilier, R.G., Thomson, I.","35306670800; 57225370256","The social license: The story of the san cristobal mine",2018,"The Social License: The Story of the San Cristobal Mine",,"",,1,178,,13,10.4324/9780429507861,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058738152&partnerID=40&md5=759884457fbd4bde4d895700c7d68413",Book,Final,"",Scopus,2-s2.0-85058738152
"Gillett, A.G., Tennent, K.D.","56957996800; 36006713600","Dynamic Sublimes, Changing Plans, and The Legacy of A Megaproject: The Case of the 1966 Soccer World Cup",2017,"Project Management Journal",48,"6",,93,116,,13,10.1177/875697281704800608,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045632343&partnerID=40&md5=2d53a4cb989cad63117af2835a5db604",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85045632343
"Aaltonen, K., Ahola, T., Artto, K.","24461462800; 36756704100; 7801495725","Something old, something new: Path dependence and path creation during the early stage of a project",2017,"International Journal of Project Management",35,"5",,749,762,,13,10.1016/j.ijproman.2017.03.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017159558&partnerID=40&md5=ee1d8b7588f6d418e0ae845343e836dd",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85017159558
